year,facility_name,animal_type,measure,value
2021,City of Wray Animal Shelter,Dog,Stray,37
2021,City of Wray Animal Shelter,Dog,Transfer In,0
2021,City of Wray Animal Shelter,Dog,Transfer Out,0
2021,City of Wray Animal Shelter,Other,Adoption,0
2021,City of Wray Animal Shelter,Other,Beginning Inventory,0
2021,City of Wray Animal Shelter,Other,Death,0
2021,City of Wray Animal Shelter,Other,Ending Inventory,0
2021,City of Wray Animal Shelter,Other,Euthanasia,0
2021,City of Wray Animal Shelter,Other,Missing,0
2021,City of Wray Animal Shelter,Other,Other Intake,0
2021,City of Wray Animal Shelter,Other,Owner Relinquished,0
2021,City of Wray Animal Shelter,Other,Stray,0
2021,City of Wray Animal Shelter,Other,Transfer In,0
2021,City of Wray Animal Shelter,Other,Transfer Out,0
2021,City of Yuma Animal Shelter,Cat,Adoption,0
2021,City of Yuma Animal Shelter,Cat,Beginning Inventory,0
2021,City of Yuma Animal Shelter,Cat,Death,0
2021,City of Yuma Animal Shelter,Cat,Ending Inventory,0
2021,City of Yuma Animal Shelter,Cat,Euthanasia,0
2021,City of Yuma Animal Shelter,Cat,Missing,0
2021,City of Yuma Animal Shelter,Cat,Other Intake,0
2021,City of Yuma Animal Shelter,Cat,Owner Relinquished,0
2021,City of Yuma Animal Shelter,Cat,Stray,0
2021,City of Yuma Animal Shelter,Cat,Transfer In,0
2021,City of Yuma Animal Shelter,Cat,Transfer Out,0
2021,City of Yuma Animal Shelter,Dog,Adoption,32
2021,City of Yuma Animal Shelter,Dog,Beginning Inventory,0
2021,City of Yuma Animal Shelter,Dog,Death,0
2021,City of Yuma Animal Shelter,Dog,Ending Inventory,2
2021,City of Yuma Animal Shelter,Dog,Euthanasia,0
2021,City of Yuma Animal Shelter,Dog,Missing,0
2021,City of Yuma Animal Shelter,Dog,Other Intake,8
2021,City of Yuma Animal Shelter,Dog,Owner Relinquished,76
2021,City of Yuma Animal Shelter,Dog,Stray,88
2021,City of Yuma Animal Shelter,Dog,Transfer In,0
2021,City of Yuma Animal Shelter,Dog,Transfer Out,0
2021,City of Yuma Animal Shelter,Other,Adoption,0
2021,City of Yuma Animal Shelter,Other,Beginning Inventory,0
2021,City of Yuma Animal Shelter,Other,Death,0
2021,City of Yuma Animal Shelter,Other,Ending Inventory,0
2021,City of Yuma Animal Shelter,Other,Euthanasia,0
2021,City of Yuma Animal Shelter,Other,Missing,0
2021,City of Yuma Animal Shelter,Other,Other Intake,0
2021,City of Yuma Animal Shelter,Other,Owner Relinquished,0
2021,City of Yuma Animal Shelter,Other,Stray,0
2021,City of Yuma Animal Shelter,Other,Transfer In,0
2021,City of Yuma Animal Shelter,Other,Transfer Out,0
2021,Clearwater Dog Training,Cat,Adoption,0
2021,Clearwater Dog Training,Cat,Beginning Inventory,0
2021,Clearwater Dog Training,Cat,Death,0
2021,Clearwater Dog Training,Cat,Ending Inventory,0
2021,Clearwater Dog Training,Cat,Euthanasia,0
2021,Clearwater Dog Training,Cat,Missing,0
2021,Clearwater Dog Training,Cat,Other Intake,0
2021,Clearwater Dog Training,Cat,Owner Relinquished,0
2021,Clearwater Dog Training,Cat,Stray,0
2021,Clearwater Dog Training,Cat,Transfer In,0
2021,Clearwater Dog Training,Cat,Transfer Out,0
2021,Clearwater Dog Training,Dog,Adoption,17
2021,Clearwater Dog Training,Dog,Beginning Inventory,6
2021,Clearwater Dog Training,Dog,Death,0
2021,Clearwater Dog Training,Dog,Ending Inventory,10
2021,Clearwater Dog Training,Dog,Euthanasia,1
2021,Clearwater Dog Training,Dog,Missing,0
2021,Clearwater Dog Training,Dog,Other Intake,0
2021,Clearwater Dog Training,Dog,Owner Relinquished,8
2021,Clearwater Dog Training,Dog,Stray,0
2021,Clearwater Dog Training,Dog,Transfer In,14
2021,Clearwater Dog Training,Dog,Transfer Out,0
2021,Clearwater Dog Training,Other,Adoption,0
2021,Clearwater Dog Training,Other,Beginning Inventory,0
2021,Clearwater Dog Training,Other,Death,0
2021,Clearwater Dog Training,Other,Ending Inventory,0
2021,Clearwater Dog Training,Other,Euthanasia,0
2021,Clearwater Dog Training,Other,Missing,0
2021,Clearwater Dog Training,Other,Other Intake,0
2021,Clearwater Dog Training,Other,Owner Relinquished,0
2021,Clearwater Dog Training,Other,Stray,0
2021,Clearwater Dog Training,Other,Transfer In,0
2021,Clearwater Dog Training,Other,Transfer Out,0
2021,Colorado Animal Care Foundation,Cat,Adoption,56
2021,Colorado Animal Care Foundation,Cat,Beginning Inventory,1
2021,Colorado Animal Care Foundation,Cat,Death,4
2021,Colorado Animal Care Foundation,Cat,Ending Inventory,0
2021,Colorado Animal Care Foundation,Cat,Euthanasia,1
2021,Colorado Animal Care Foundation,Cat,Missing,0
2021,Colorado Animal Care Foundation,Cat,Other Intake,0
2021,Colorado Animal Care Foundation,Cat,Owner Relinquished,0
2021,Colorado Animal Care Foundation,Cat,Stray,0
2021,Colorado Animal Care Foundation,Cat,Transfer In,60
2021,Colorado Animal Care Foundation,Cat,Transfer Out,0
2021,Colorado Animal Care Foundation,Dog,Adoption,253
2021,Colorado Animal Care Foundation,Dog,Beginning Inventory,19
2021,Colorado Animal Care Foundation,Dog,Death,3
2021,Colorado Animal Care Foundation,Dog,Ending Inventory,3
2021,Colorado Animal Care Foundation,Dog,Euthanasia,2
2021,Colorado Animal Care Foundation,Dog,Missing,0
2021,Colorado Animal Care Foundation,Dog,Other Intake,1
2021,Colorado Animal Care Foundation,Dog,Owner Relinquished,12
2021,Colorado Animal Care Foundation,Dog,Stray,0
2021,Colorado Animal Care Foundation,Dog,Transfer In,231
2021,Colorado Animal Care Foundation,Dog,Transfer Out,0
2021,Colorado Animal Care Foundation,Other,Adoption,0
2021,Colorado Animal Care Foundation,Other,Beginning Inventory,0
2021,Colorado Animal Care Foundation,Other,Death,0
2021,Colorado Animal Care Foundation,Other,Ending Inventory,0
2021,Colorado Animal Care Foundation,Other,Euthanasia,0
2021,Colorado Animal Care Foundation,Other,Missing,0
2021,Colorado Animal Care Foundation,Other,Other Intake,0
2021,Colorado Animal Care Foundation,Other,Owner Relinquished,0
2021,Colorado Animal Care Foundation,Other,Stray,0
2021,Colorado Animal Care Foundation,Other,Transfer In,0
2021,Colorado Animal Care Foundation,Other,Transfer Out,0
2021,Colorado Animal Rescue,Cat,Adoption,307
2021,Colorado Animal Rescue,Cat,Beginning Inventory,11
2021,Colorado Animal Rescue,Cat,Death,0
2021,Colorado Animal Rescue,Cat,Ending Inventory,8
2021,Colorado Animal Rescue,Cat,Euthanasia,1
2021,Colorado Animal Rescue,Cat,Missing,0
2021,Colorado Animal Rescue,Cat,Other Intake,13
2021,Colorado Animal Rescue,Cat,Owner Relinquished,150
2021,Colorado Animal Rescue,Cat,Stray,113
2021,Colorado Animal Rescue,Cat,Transfer In,107
2021,Colorado Animal Rescue,Cat,Transfer Out,0
2021,Colorado Animal Rescue,Dog,Adoption,287
2021,Colorado Animal Rescue,Dog,Beginning Inventory,7
2021,Colorado Animal Rescue,Dog,Death,0
2021,Colorado Animal Rescue,Dog,Ending Inventory,12
2021,Colorado Animal Rescue,Dog,Euthanasia,5
2021,Colorado Animal Rescue,Dog,Missing,0
2021,Colorado Animal Rescue,Dog,Other Intake,16
2021,Colorado Animal Rescue,Dog,Owner Relinquished,215
2021,Colorado Animal Rescue,Dog,Stray,90
2021,Colorado Animal Rescue,Dog,Transfer In,156
2021,Colorado Animal Rescue,Dog,Transfer Out,0
2021,Colorado Animal Rescue,Other,Adoption,37
2021,Colorado Animal Rescue,Other,Beginning Inventory,2
2021,Colorado Animal Rescue,Other,Death,1
2021,Colorado Animal Rescue,Other,Ending Inventory,0
2021,Colorado Animal Rescue,Other,Euthanasia,0
2021,Colorado Animal Rescue,Other,Missing,0
2021,Colorado Animal Rescue,Other,Other Intake,5
2021,Colorado Animal Rescue,Other,Owner Relinquished,30
2021,Colorado Animal Rescue,Other,Stray,3
2021,Colorado Animal Rescue,Other,Transfer In,13
2021,Colorado Animal Rescue,Other,Transfer Out,5
2021,Colorado Animal Welfare League,Cat,Adoption,36
2021,Colorado Animal Welfare League,Cat,Beginning Inventory,0
2021,Colorado Animal Welfare League,Cat,Death,0
2021,Colorado Animal Welfare League,Cat,Ending Inventory,0
2021,Colorado Animal Welfare League,Cat,Euthanasia,0
2021,Colorado Animal Welfare League,Cat,Missing,0
2021,Colorado Animal Welfare League,Cat,Other Intake,0
2021,Colorado Animal Welfare League,Cat,Owner Relinquished,36
2021,Colorado Animal Welfare League,Cat,Stray,0
2021,Colorado Animal Welfare League,Cat,Transfer In,0
2021,Colorado Animal Welfare League,Cat,Transfer Out,0
2021,Colorado Animal Welfare League,Dog,Adoption,0
2021,Colorado Animal Welfare League,Dog,Beginning Inventory,0
2021,Colorado Animal Welfare League,Dog,Death,0
2021,Colorado Animal Welfare League,Dog,Ending Inventory,0
2021,Colorado Animal Welfare League,Dog,Euthanasia,0
2021,Colorado Animal Welfare League,Dog,Missing,0
2021,Colorado Animal Welfare League,Dog,Other Intake,0
2021,Colorado Animal Welfare League,Dog,Owner Relinquished,0
2021,Colorado Animal Welfare League,Dog,Stray,0
2021,Colorado Animal Welfare League,Dog,Transfer In,0
2021,Colorado Animal Welfare League,Dog,Transfer Out,0
2021,Colorado Animal Welfare League,Other,Adoption,0
2021,Colorado Animal Welfare League,Other,Beginning Inventory,0
2021,Colorado Animal Welfare League,Other,Death,0
2021,Colorado Animal Welfare League,Other,Ending Inventory,0
2021,Colorado Animal Welfare League,Other,Euthanasia,0
2021,Colorado Animal Welfare League,Other,Missing,0
2021,Colorado Animal Welfare League,Other,Other Intake,0
2021,Colorado Animal Welfare League,Other,Owner Relinquished,0
2021,Colorado Animal Welfare League,Other,Stray,0
2021,Colorado Animal Welfare League,Other,Transfer In,0
2021,Colorado Animal Welfare League,Other,Transfer Out,0
2021,Colorado Basenji Rescue,Cat,Adoption,0
2021,Colorado Basenji Rescue,Cat,Beginning Inventory,0
2021,Colorado Basenji Rescue,Cat,Death,0
2021,Colorado Basenji Rescue,Cat,Ending Inventory,0
2021,Colorado Basenji Rescue,Cat,Euthanasia,0
2021,Colorado Basenji Rescue,Cat,Missing,0
2021,Colorado Basenji Rescue,Cat,Other Intake,0
2021,Colorado Basenji Rescue,Cat,Owner Relinquished,0
2021,Colorado Basenji Rescue,Cat,Stray,0
2021,Colorado Basenji Rescue,Cat,Transfer In,0
2021,Colorado Basenji Rescue,Cat,Transfer Out,0
2021,Colorado Basenji Rescue,Dog,Adoption,4
2021,Colorado Basenji Rescue,Dog,Beginning Inventory,4
2021,Colorado Basenji Rescue,Dog,Death,0
2021,Colorado Basenji Rescue,Dog,Ending Inventory,3
2021,Colorado Basenji Rescue,Dog,Euthanasia,1
2021,Colorado Basenji Rescue,Dog,Missing,0
2021,Colorado Basenji Rescue,Dog,Other Intake,0
2021,Colorado Basenji Rescue,Dog,Owner Relinquished,4
2021,Colorado Basenji Rescue,Dog,Stray,0
2021,Colorado Basenji Rescue,Dog,Transfer In,0
2021,Colorado Basenji Rescue,Dog,Transfer Out,0
2021,Colorado Basenji Rescue,Other,Adoption,0
2021,Colorado Basenji Rescue,Other,Beginning Inventory,0
2021,Colorado Basenji Rescue,Other,Death,0
2021,Colorado Basenji Rescue,Other,Ending Inventory,0
2021,Colorado Basenji Rescue,Other,Euthanasia,0
2021,Colorado Basenji Rescue,Other,Missing,0
2021,Colorado Basenji Rescue,Other,Other Intake,0
2021,Colorado Basenji Rescue,Other,Owner Relinquished,0
2021,Colorado Basenji Rescue,Other,Stray,0
2021,Colorado Basenji Rescue,Other,Transfer In,0
2021,Colorado Basenji Rescue,Other,Transfer Out,0
2021,Colorado Beagle Rescue,Cat,Adoption,0
2021,Colorado Beagle Rescue,Cat,Beginning Inventory,0
2021,Colorado Beagle Rescue,Cat,Death,0
2021,Colorado Beagle Rescue,Cat,Ending Inventory,0
2021,Colorado Beagle Rescue,Cat,Euthanasia,0
2021,Colorado Beagle Rescue,Cat,Missing,0
2021,Colorado Beagle Rescue,Cat,Other Intake,0
2021,Colorado Beagle Rescue,Cat,Owner Relinquished,0
2021,Colorado Beagle Rescue,Cat,Stray,0
2021,Colorado Beagle Rescue,Cat,Transfer In,0
2021,Colorado Beagle Rescue,Cat,Transfer Out,0
2021,Colorado Beagle Rescue,Dog,Adoption,75
2021,Colorado Beagle Rescue,Dog,Beginning Inventory,2
2021,Colorado Beagle Rescue,Dog,Death,0
2021,Colorado Beagle Rescue,Dog,Ending Inventory,2
2021,Colorado Beagle Rescue,Dog,Euthanasia,0
2021,Colorado Beagle Rescue,Dog,Missing,0
2021,Colorado Beagle Rescue,Dog,Other Intake,0
2021,Colorado Beagle Rescue,Dog,Owner Relinquished,4
2021,Colorado Beagle Rescue,Dog,Stray,0
2021,Colorado Beagle Rescue,Dog,Transfer In,71
2021,Colorado Beagle Rescue,Dog,Transfer Out,0
2021,Colorado Beagle Rescue,Other,Adoption,0
2021,Colorado Beagle Rescue,Other,Beginning Inventory,0
2021,Colorado Beagle Rescue,Other,Death,0
2021,Colorado Beagle Rescue,Other,Ending Inventory,0
2021,Colorado Beagle Rescue,Other,Euthanasia,0
2021,Colorado Beagle Rescue,Other,Missing,0
2021,Colorado Beagle Rescue,Other,Other Intake,0
2021,Colorado Beagle Rescue,Other,Owner Relinquished,0
2021,Colorado Beagle Rescue,Other,Stray,0
2021,Colorado Beagle Rescue,Other,Transfer In,0
2021,Colorado Beagle Rescue,Other,Transfer Out,0
2021,Colorado Bullies & More,Cat,Adoption,0
2021,Colorado Bullies & More,Cat,Beginning Inventory,0
2021,Colorado Bullies & More,Cat,Death,0
2021,Colorado Bullies & More,Cat,Ending Inventory,0
2021,Colorado Bullies & More,Cat,Euthanasia,0
2021,Colorado Bullies & More,Cat,Missing,0
2021,Colorado Bullies & More,Cat,Other Intake,0
2021,Colorado Bullies & More,Cat,Owner Relinquished,0
2021,Colorado Bullies & More,Cat,Stray,0
2021,Colorado Bullies & More,Cat,Transfer In,0
2021,Colorado Bullies & More,Cat,Transfer Out,0
2021,Colorado Bullies & More,Dog,Adoption,114
2021,Colorado Bullies & More,Dog,Beginning Inventory,28
2021,Colorado Bullies & More,Dog,Death,0
2021,Colorado Bullies & More,Dog,Ending Inventory,22
2021,Colorado Bullies & More,Dog,Euthanasia,3
2021,Colorado Bullies & More,Dog,Missing,0
2021,Colorado Bullies & More,Dog,Other Intake,0
2021,Colorado Bullies & More,Dog,Owner Relinquished,65
2021,Colorado Bullies & More,Dog,Stray,0
2021,Colorado Bullies & More,Dog,Transfer In,47
2021,Colorado Bullies & More,Dog,Transfer Out,1
2021,Colorado Bullies & More,Other,Adoption,0
2021,Colorado Bullies & More,Other,Beginning Inventory,0
2021,Colorado Bullies & More,Other,Death,0
2021,Colorado Bullies & More,Other,Ending Inventory,0
2021,Colorado Bullies & More,Other,Euthanasia,0
2021,Colorado Bullies & More,Other,Missing,0
2021,Colorado Bullies & More,Other,Other Intake,0
2021,Colorado Bullies & More,Other,Owner Relinquished,0
2021,Colorado Bullies & More,Other,Stray,0
2021,Colorado Bullies & More,Other,Transfer In,0
2021,Colorado Bullies & More,Other,Transfer Out,0
2021,Colorado Canine Rescue,Cat,Adoption,0
2021,Colorado Canine Rescue,Cat,Beginning Inventory,0
2021,Colorado Canine Rescue,Cat,Death,0
2021,Colorado Canine Rescue,Cat,Ending Inventory,0
2021,Colorado Canine Rescue,Cat,Euthanasia,0
2021,Colorado Canine Rescue,Cat,Missing,0
2021,Colorado Canine Rescue,Cat,Other Intake,0
2021,Colorado Canine Rescue,Cat,Owner Relinquished,0
2021,Colorado Canine Rescue,Cat,Stray,0
2021,Colorado Canine Rescue,Cat,Transfer In,0
2021,Colorado Canine Rescue,Cat,Transfer Out,0
2021,Colorado Canine Rescue,Dog,Adoption,19
2021,Colorado Canine Rescue,Dog,Beginning Inventory,17
2021,Colorado Canine Rescue,Dog,Death,0
2021,Colorado Canine Rescue,Dog,Ending Inventory,0
2021,Colorado Canine Rescue,Dog,Euthanasia,0
2021,Colorado Canine Rescue,Dog,Missing,0
2021,Colorado Canine Rescue,Dog,Other Intake,0
2021,Colorado Canine Rescue,Dog,Owner Relinquished,2
2021,Colorado Canine Rescue,Dog,Stray,0
2021,Colorado Canine Rescue,Dog,Transfer In,0
2021,Colorado Canine Rescue,Dog,Transfer Out,0
2021,Colorado Canine Rescue,Other,Adoption,0
2021,Colorado Canine Rescue,Other,Beginning Inventory,0
2021,Colorado Canine Rescue,Other,Death,0
2021,Colorado Canine Rescue,Other,Ending Inventory,0
2021,Colorado Canine Rescue,Other,Euthanasia,0
2021,Colorado Canine Rescue,Other,Missing,0
2021,Colorado Canine Rescue,Other,Other Intake,0
2021,Colorado Canine Rescue,Other,Owner Relinquished,0
2021,Colorado Canine Rescue,Other,Stray,0
2021,Colorado Canine Rescue,Other,Transfer In,0
2021,Colorado Canine Rescue,Other,Transfer Out,0
2021,Colorado Corgis and Friends,Cat,Adoption,0
2021,Colorado Corgis and Friends,Cat,Beginning Inventory,0
2021,Colorado Corgis and Friends,Cat,Death,0
2021,Colorado Corgis and Friends,Cat,Ending Inventory,0
2021,Colorado Corgis and Friends,Cat,Euthanasia,0
2021,Colorado Corgis and Friends,Cat,Missing,0
2021,Colorado Corgis and Friends,Cat,Other Intake,0
2021,Colorado Corgis and Friends,Cat,Owner Relinquished,0
2021,Colorado Corgis and Friends,Cat,Stray,0
2021,Colorado Corgis and Friends,Cat,Transfer In,0
2021,Colorado Corgis and Friends,Cat,Transfer Out,0
2021,Colorado Corgis and Friends,Dog,Adoption,141
2021,Colorado Corgis and Friends,Dog,Beginning Inventory,9
2021,Colorado Corgis and Friends,Dog,Death,1
2021,Colorado Corgis and Friends,Dog,Ending Inventory,19
2021,Colorado Corgis and Friends,Dog,Euthanasia,0
2021,Colorado Corgis and Friends,Dog,Missing,0
2021,Colorado Corgis and Friends,Dog,Other Intake,11
2021,Colorado Corgis and Friends,Dog,Owner Relinquished,21
2021,Colorado Corgis and Friends,Dog,Stray,0
2021,Colorado Corgis and Friends,Dog,Transfer In,122
2021,Colorado Corgis and Friends,Dog,Transfer Out,0
2021,Colorado Corgis and Friends,Other,Adoption,0
2021,Colorado Corgis and Friends,Other,Beginning Inventory,0
2021,Colorado Corgis and Friends,Other,Death,0
2021,Colorado Corgis and Friends,Other,Ending Inventory,0
2021,Colorado Corgis and Friends,Other,Euthanasia,0
2021,Colorado Corgis and Friends,Other,Missing,0
2021,Colorado Corgis and Friends,Other,Other Intake,0
2021,Colorado Corgis and Friends,Other,Owner Relinquished,0
2021,Colorado Corgis and Friends,Other,Stray,0
2021,Colorado Corgis and Friends,Other,Transfer In,0
2021,Colorado Corgis and Friends,Other,Transfer Out,0
2021,Colorado Feline Foster Rescue,Cat,Adoption,1040
2021,Colorado Feline Foster Rescue,Cat,Beginning Inventory,76
2021,Colorado Feline Foster Rescue,Cat,Death,7
2021,Colorado Feline Foster Rescue,Cat,Ending Inventory,63
2021,Colorado Feline Foster Rescue,Cat,Euthanasia,10
2021,Colorado Feline Foster Rescue,Cat,Missing,1
2021,Colorado Feline Foster Rescue,Cat,Other Intake,40
2021,Colorado Feline Foster Rescue,Cat,Owner Relinquished,112
2021,Colorado Feline Foster Rescue,Cat,Stray,0
2021,Colorado Feline Foster Rescue,Cat,Transfer In,901
2021,Colorado Feline Foster Rescue,Cat,Transfer Out,0
2021,Colorado Feline Foster Rescue,Dog,Adoption,0
2021,Colorado Feline Foster Rescue,Dog,Beginning Inventory,0
2021,Colorado Feline Foster Rescue,Dog,Death,0
2021,Colorado Feline Foster Rescue,Dog,Ending Inventory,0
2021,Colorado Feline Foster Rescue,Dog,Euthanasia,0
2021,Colorado Feline Foster Rescue,Dog,Missing,0
2021,Colorado Feline Foster Rescue,Dog,Other Intake,0
2021,Colorado Feline Foster Rescue,Dog,Owner Relinquished,0
2021,Colorado Feline Foster Rescue,Dog,Stray,0
2021,Colorado Feline Foster Rescue,Dog,Transfer In,0
2021,Colorado Feline Foster Rescue,Dog,Transfer Out,0
2021,Colorado Feline Foster Rescue,Other,Adoption,0
2021,Colorado Feline Foster Rescue,Other,Beginning Inventory,0
2021,Colorado Feline Foster Rescue,Other,Death,0
2021,Colorado Feline Foster Rescue,Other,Ending Inventory,0
2021,Colorado Feline Foster Rescue,Other,Euthanasia,0
2021,Colorado Feline Foster Rescue,Other,Missing,0
2021,Colorado Feline Foster Rescue,Other,Other Intake,0
2021,Colorado Feline Foster Rescue,Other,Owner Relinquished,0
2021,Colorado Feline Foster Rescue,Other,Stray,0
2021,Colorado Feline Foster Rescue,Other,Transfer In,0
2021,Colorado Feline Foster Rescue,Other,Transfer Out,0
2021,Colorado Greyhound Adoption,Cat,Adoption,0
2021,Colorado Greyhound Adoption,Cat,Beginning Inventory,0
2021,Colorado Greyhound Adoption,Cat,Death,0
2021,Colorado Greyhound Adoption,Cat,Ending Inventory,0
2021,Colorado Greyhound Adoption,Cat,Euthanasia,0
2021,Colorado Greyhound Adoption,Cat,Missing,0
2021,Colorado Greyhound Adoption,Cat,Other Intake,0
2021,Colorado Greyhound Adoption,Cat,Owner Relinquished,0
2021,Colorado Greyhound Adoption,Cat,Stray,0
2021,Colorado Greyhound Adoption,Cat,Transfer In,0
2021,Colorado Greyhound Adoption,Cat,Transfer Out,0
2021,Colorado Greyhound Adoption,Dog,Adoption,136
2021,Colorado Greyhound Adoption,Dog,Beginning Inventory,48
2021,Colorado Greyhound Adoption,Dog,Death,2
2021,Colorado Greyhound Adoption,Dog,Ending Inventory,32
2021,Colorado Greyhound Adoption,Dog,Euthanasia,1
2021,Colorado Greyhound Adoption,Dog,Missing,0
2021,Colorado Greyhound Adoption,Dog,Other Intake,0
2021,Colorado Greyhound Adoption,Dog,Owner Relinquished,78
2021,Colorado Greyhound Adoption,Dog,Stray,1
2021,Colorado Greyhound Adoption,Dog,Transfer In,44
2021,Colorado Greyhound Adoption,Dog,Transfer Out,0
2021,Colorado Greyhound Adoption,Other,Adoption,0
2021,Colorado Greyhound Adoption,Other,Beginning Inventory,0
2021,Colorado Greyhound Adoption,Other,Death,0
2021,Colorado Greyhound Adoption,Other,Ending Inventory,0
2021,Colorado Greyhound Adoption,Other,Euthanasia,0
2021,Colorado Greyhound Adoption,Other,Missing,0
2021,Colorado Greyhound Adoption,Other,Other Intake,0
2021,Colorado Greyhound Adoption,Other,Owner Relinquished,0
2021,Colorado Greyhound Adoption,Other,Stray,0
2021,Colorado Greyhound Adoption,Other,Transfer In,0
2021,Colorado Greyhound Adoption,Other,Transfer Out,0
2021,Colorado Japanese Chin Rescue,Cat,Adoption,0
2021,Colorado Japanese Chin Rescue,Cat,Beginning Inventory,0
2021,Colorado Japanese Chin Rescue,Cat,Death,0
2021,Colorado Japanese Chin Rescue,Cat,Ending Inventory,0
2021,Colorado Japanese Chin Rescue,Cat,Euthanasia,0
2021,Colorado Japanese Chin Rescue,Cat,Missing,0
2021,Colorado Japanese Chin Rescue,Cat,Other Intake,0
2021,Colorado Japanese Chin Rescue,Cat,Owner Relinquished,0
2021,Colorado Japanese Chin Rescue,Cat,Stray,0
2021,Colorado Japanese Chin Rescue,Cat,Transfer In,0
2021,Colorado Japanese Chin Rescue,Cat,Transfer Out,0
2021,Colorado Japanese Chin Rescue,Dog,Adoption,33
2021,Colorado Japanese Chin Rescue,Dog,Beginning Inventory,25
2021,Colorado Japanese Chin Rescue,Dog,Death,0
2021,Colorado Japanese Chin Rescue,Dog,Ending Inventory,20
2021,Colorado Japanese Chin Rescue,Dog,Euthanasia,1
2021,Colorado Japanese Chin Rescue,Dog,Missing,0
2021,Colorado Japanese Chin Rescue,Dog,Other Intake,3
2021,Colorado Japanese Chin Rescue,Dog,Owner Relinquished,9
2021,Colorado Japanese Chin Rescue,Dog,Stray,0
2021,Colorado Japanese Chin Rescue,Dog,Transfer In,23
2021,Colorado Japanese Chin Rescue,Dog,Transfer Out,0
2021,Colorado Japanese Chin Rescue,Other,Adoption,0
2021,Colorado Japanese Chin Rescue,Other,Beginning Inventory,0
2021,Colorado Japanese Chin Rescue,Other,Death,0
2021,Colorado Japanese Chin Rescue,Other,Ending Inventory,0
2021,Colorado Japanese Chin Rescue,Other,Euthanasia,0
2021,Colorado Japanese Chin Rescue,Other,Missing,0
2021,Colorado Japanese Chin Rescue,Other,Other Intake,0
2021,Colorado Japanese Chin Rescue,Other,Owner Relinquished,0
2021,Colorado Japanese Chin Rescue,Other,Stray,0
2021,Colorado Japanese Chin Rescue,Other,Transfer In,0
2021,Colorado Japanese Chin Rescue,Other,Transfer Out,0
2021,Colorado Kitty Coalition,Cat,Adoption,320
2021,Colorado Kitty Coalition,Cat,Beginning Inventory,5
2021,Colorado Kitty Coalition,Cat,Death,4
2021,Colorado Kitty Coalition,Cat,Ending Inventory,34
2021,Colorado Kitty Coalition,Cat,Euthanasia,3
2021,Colorado Kitty Coalition,Cat,Missing,0
2021,Colorado Kitty Coalition,Cat,Other Intake,0
2021,Colorado Kitty Coalition,Cat,Owner Relinquished,37
2021,Colorado Kitty Coalition,Cat,Stray,51
2021,Colorado Kitty Coalition,Cat,Transfer In,268
2021,Colorado Kitty Coalition,Cat,Transfer Out,0
2021,Colorado Kitty Coalition,Dog,Adoption,0
2021,Colorado Kitty Coalition,Dog,Beginning Inventory,0
2021,Colorado Kitty Coalition,Dog,Death,0
2021,Colorado Kitty Coalition,Dog,Ending Inventory,0
2021,Colorado Kitty Coalition,Dog,Euthanasia,0
2021,Colorado Kitty Coalition,Dog,Missing,0
2021,Colorado Kitty Coalition,Dog,Other Intake,0
2021,Colorado Kitty Coalition,Dog,Owner Relinquished,0
2021,Colorado Kitty Coalition,Dog,Stray,0
2021,Colorado Kitty Coalition,Dog,Transfer In,0
2021,Colorado Kitty Coalition,Dog,Transfer Out,0
2021,Colorado Kitty Coalition,Other,Adoption,0
2021,Colorado Kitty Coalition,Other,Beginning Inventory,0
2021,Colorado Kitty Coalition,Other,Death,0
2021,Colorado Kitty Coalition,Other,Ending Inventory,0
2021,Colorado Kitty Coalition,Other,Euthanasia,0
2021,Colorado Kitty Coalition,Other,Missing,0
2021,Colorado Kitty Coalition,Other,Other Intake,0
2021,Colorado Kitty Coalition,Other,Owner Relinquished,0
2021,Colorado Kitty Coalition,Other,Stray,0
2021,Colorado Kitty Coalition,Other,Transfer In,0
2021,Colorado Kitty Coalition,Other,Transfer Out,0
2021,Colorado Pug Rescue,Cat,Adoption,0
2021,Colorado Pug Rescue,Cat,Beginning Inventory,0
2021,Colorado Pug Rescue,Cat,Death,0
2021,Colorado Pug Rescue,Cat,Ending Inventory,0
2021,Colorado Pug Rescue,Cat,Euthanasia,0
2021,Colorado Pug Rescue,Cat,Missing,0
2021,Colorado Pug Rescue,Cat,Other Intake,0
2021,Colorado Pug Rescue,Cat,Owner Relinquished,0
2021,Colorado Pug Rescue,Cat,Stray,0
2021,Colorado Pug Rescue,Cat,Transfer In,0
2021,Colorado Pug Rescue,Cat,Transfer Out,0
2021,Colorado Pug Rescue,Dog,Adoption,75
2021,Colorado Pug Rescue,Dog,Beginning Inventory,49
2021,Colorado Pug Rescue,Dog,Death,1
2021,Colorado Pug Rescue,Dog,Ending Inventory,17
2021,Colorado Pug Rescue,Dog,Euthanasia,10
2021,Colorado Pug Rescue,Dog,Missing,0
2021,Colorado Pug Rescue,Dog,Other Intake,1
2021,Colorado Pug Rescue,Dog,Owner Relinquished,26
2021,Colorado Pug Rescue,Dog,Stray,0
2021,Colorado Pug Rescue,Dog,Transfer In,27
2021,Colorado Pug Rescue,Dog,Transfer Out,0
2021,Colorado Pug Rescue,Other,Adoption,0
2021,Colorado Pug Rescue,Other,Beginning Inventory,0
