year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2013,6875,,Doggie Designs/Casa de Chihuahua,6508 S Lunar Ct,Ft Collins,Co,80525.0,,,
2015,,,Doggie Designs/shelter,6508 S Lunar Ct,,,80525,Larimer County,,
2007,2539.0,,Doggie Do'S & Kitty'S Too Pet Styling,2430 Santa Fe Dr,Pueblo,Co,81006.0,,,
2008,2539,,Doggie Do's & Kitty's Too Pet Styling,1943 Lake Avenue,Pueblo,Co,81004.0,,,
2009,5906,,Doggie Do's & Kitty's Too Pet Styling,1943 Lake Avenue,Pueblo,Co,81004.0,,,
2007,3589.0,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2008,3589,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2009,3589,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2010,3589,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81084.0,Huerfano County,37.592796,-104.856627
2011,3589,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2012,3589.0,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2013,3589,,Doggie Heaven Camp,321 Taylor Blvd.,Walsenburg,Co,81089.0,Huerfano County,37.592796,-104.856627
2014,3589,,Doggie Heaven Camp,321 Taylor Blvd,Walsenburg ,Co,81089,Huerfano County,37.592796,-104.856627
2008,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2009,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2010,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2011,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2012,2702.0,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2013,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,4550 S. Kipling St. #14,Lakewood,Co,80127.0,Douglas County,39.474221,-105.071959
2014,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct,Littleton ,Co,80125,Douglas County,39.474221,-105.071959
2015,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton ,Co,80125,Douglas County,39.474221,-105.071959
2016,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80125,Douglas County,39.612653,-105.016198
2017,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Denver County,39.572458,-105.141992
2018,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992
2019,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992
2020,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992
2021,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992
2022,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992
Licensing,2702,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Jefferson,39.572458,-105.141992
2013,,,Doggy dog World Rescue,7715 Crystal Lake Ct,Littleton,Co,80125.0,,,
2007,5827.0,,Dogo Argentino Education Rescue Referral Services,33815 Torrence Rd.,Yoder,Co,80864.0,,,
2008,5827,,Dogo Argentino Education Rescue Referral Services,33815 Torrence Rd.,Yoder,Co,80864.0,,,
2009,5827,,Dogo Argentino Education Rescue Referral Services,33815 Torrence Rd.,Yoder,Co,80864.0,,,
2020,,Pet Animal Small Rescue,Dogs Unbroken,,Berthoud,Co,,Larimer,,
2021,,Pet Animal Small Rescue,Dogs Unbroken,,Berthoud,Co,,Larimer,,
2023,,Pet Animal Small Rescue,Dogs Unbroken,,Berthoud,Co,,Larimer,,
Licensing,,Pet Animal Small Rescue,Dogs Unbroken,,Berthoud,Co,,Larimer,,
2019,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,
2007,5782.0,,Dogs Unlimited,518 14Th St.,Burlington,Co,80807.0,,,
2022,,,DogsUnbroken,,,,,,,
2015,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2016,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2020,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2021,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2022,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2023,,,Douglas County Canine Rescue,300 E Miller Ct #1514,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2019,,,Douglas County Canine rescue ,,,,,,,
2018,,,Douglas County canine rescue ,,,,,Douglas County,,
2017,,,Douglas county canine rescue ,,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2014,,,Dream Power Animal Rescue Foundation,2000 E. Pikes Peak Ave,Colorado Springs ,,80909,El Paso County,38.832871,-104.791824
2007,1899.0,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2008,1899,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2009,1899,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2010,1899,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2011,1899,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2012,1899.0,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2013,1899,,Dreampower Animal Rescue Foundation,826 S. Tejon St,Colorado Springs,Co,80903.0,,,
2007,4870.0,,"Dreampower Foundation, The (Paals Program)",11386 E. Smith Rd.,Elbert,Co,80106.0,,,
2008,4870,,"Dreampower Foundation, The (Paals Program)",11386 E. Smith Rd.,Elbert,Co,80106.0,,,
2009,4870,,"Dreampower Foundation, The (Paals Program)",11386 E. Smith Rd.,Elbert,Co,80106.0,,,
2010,4870,,"Dreampower Foundation, The (Paals Program)",11386 E. Smith Rd.,Elbert,Co,80106.0,,,
2019,,,Duck Team 6,,,,,,,
2014,,Pet Animal Large Shelter,Dumb Friends League,2080 S Quebec St,Denver ,Co,80231,Denver County,39.679186,-104.903358
2022,,Pet Animal Large Shelter,Dumb Friends League,2080 S Quebec St,Denver ,Co,80231,Denver County,39.679186,-104.903358
2023,,Pet Animal Large Shelter,Dumb Friends League,2080 S Quebec St,Denver ,Co,80231,Denver County,39.679186,-104.903358
Licensing,,Pet Animal Large Shelter,Dumb Friends League,2080 S Quebec St,Denver,Co,80231,Denver,39.679186,-104.903358
Licensing,,Pet Animal Small Shelter,Dumb Friends League,2080 S Quebec St,Alamosa,Co,80231,Alamosa,39.679186,-104.903358
Licensing,,Pet Animal Large Shelter,Dumb Friends League,2080 S Quebec St,Castle Rock,Co,80231,Douglas,39.679186,-104.903358
Licensing,,Pet Animal Small Shelter,Dumb Friends League,2080 S Quebec St,Denver,Co,80231,Denver,39.679186,-104.903358
2019,,,Dumb Friends League ,,,,,,,
2021,,,Dumb Friends League (Denver),,,,,,,
2023,,,Dumb Friends League - Veterinary Hospital at CSU Spur,,,,,,,
2015,,,Dumb Friends League / Humane Society Of Denver,2080 S Quebec Street,,,80231,Denver County,,
2016,,,Dumb Friends League / Petco,,Denver,,80222,Denver County,39.738453,-104.984853
2014,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock ,,80104,Douglas County,39.407121,-104.867029
2016,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.375367,-104.859911
2017,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2018,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2019,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2020,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2021,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2022,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2023,,,Dumb Friends League Buddy Center,4556 Castleton Ct,Castle Rock,,80104,Douglas County,39.345057,-104.838409
2007,4034.0,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2008,4034,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2009,4034,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2010,4034,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2011,4034,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2012,4034.0,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2013,4034,,"Dumb Friends League Buddy Center, The",4556 Castleton Ct.,Castle Rock,Co,80104.0,,,
2021,,,Dumb Friends League San Luis Valley Animal Center,,,,,,,
2022,,,Dumb Friends League San Luis Valley Animal Center,,,,,,,
2023,,,Dumb Friends League San Luis Valley Animal Center,,,,,,,
2007,6.0,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2008,6,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2009,6,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2010,6,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2011,6,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2012,6.0,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2013,6,,Dumb Friends League/Humane Society Of Denver,2080 S. Quebec St,Denver,Co,80231.0,,,
2010,6034,,"Duncan'S Place, A Cat Sanctuary, Llc",742 S. Edinburgh Drive,Loveland,Co,80537.0,,,
2019,,,"Duncan's Place, A Cat Sanctuary",,,,,,,
2008,6034,,"Duncan's Place, a Cat Sanctuary, LLC",742 S. Edinburgh Drive,Loveland,Co,80537.0,,,
2009,6034,,"Duncan's Place, a Cat Sanctuary, LLC",742 S. Edinburgh Drive,Loveland,Co,80537.0,,,
2011,6034,,"Duncan's Place, a Cat Sanctuary, LLC",742 S. Edinburgh Drive,Loveland,Co,80537.0,,,
2012,6034.0,,"Duncan's Place, a Cat Sanctuary, LLC",742 S. Edinburgh Drive,Loveland,Co,80537.0,,,
2017,,,"Duncan's Place, a cat sanctuary",,Loveland,,80537,Larimer County,40.380215,-105.127331
2018,,,"Duncan's Place, a cat sanctuary",,Loveland,,80537,Larimer County,40.380215,-105.127331
2018,,,Durango Animal Connection,,,,,La Plata County,,
2020,,,Durango Animal Connection,,,,,La Plata County,,
2021,,,Durango Animal Connection,,,,,La Plata County,,
2022,,,Durango Animal Connection,,,,,La Plata County,,
2023,,,Durango Animal Connection,,,,,La Plata County,,
2007,5358.0,,Dw Yorkies,4455 Fencer Rd.,Colorado Springs,Co,80911.0,,,
2008,5358,,Dw Yorkies,4455 Fencer Rd.,Colorado Springs,Co,80911.0,,,
2010,2648,,Eagle 6. Animal Services ,1400 Fairgrounds Rd,Eagle,Co,81631.0,,,
2007,2684.0,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2008,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2009,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2010,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2011,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2012,2684.0,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2013,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle,Co,81631.0,Eagle County,39.652019,-106.848858
2014,2684,,Eagle County Animal Services,1400 Fairgrounds Rd,Eagle ,Co,81631,Eagle County,39.652019,-106.848858
2017,,Pet Animal Small Shelter,Eagle County Animal Shelter,,Eagle,Co,81631,Eagle County,39.598815,-106.769663
2018,,Pet Animal Small Shelter,Eagle County Animal Shelter,,Eagle,Co,81631,Eagle County,39.598815,-106.769663
Licensing,,Pet Animal Small Shelter,Eagle County Animal Shelter,,Eagle,Co,81631,Eagle,39.598815,-106.769663
2015,,,Eagle County Animal Shelter & Services,1400 Fairgrounds Rd,,,81631,Eagle County,,
2016,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2019,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2020,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2021,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2022,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2023,,,Eagle County Animal Shelter and Services,,Eagle,,81631,Eagle County,43.69102,-116.354075
2007,5462.0,Pet Animal Small Shelter,Eagle Valley Humane Society,1400 Fairgrounds Rd.,Eagle,Co,81631.0,Eagle County,39.65823,-106.827595
2008,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"34500 Hwy 6, Unit B5",Edwards,Co,81632.0,Eagle County,39.65823,-106.827595
2009,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"34500 Hwy 6, Unit B5",Edwards,Co,81632.0,Eagle County,39.65823,-106.827595
2010,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"65 Market Street, Unit 5",Eagle,Co,81632.0,Eagle County,39.65823,-106.827595
2011,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"34500 Hwy 6, Unit B5",Edwards,Co,81632.0,Eagle County,39.65823,-106.827595
2012,6015.0,Pet Animal Small Shelter,Eagle Valley Humane Society,"34500 Hwy 6, Unit B5",Edwards,Co,81632.0,Eagle County,39.65823,-106.827595
2013,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"34500 Hwy 6, Unit B5",Edwards,Co,81632.0,Eagle County,39.65823,-106.827595
2014,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,50 Chambers Ave,Eagle ,Co,81631,Eagle County,39.65823,-106.827595
2015,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle ,Co,81631,Eagle County,39.65823,-106.827595
2016,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2018,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2019,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2020,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2021,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2022,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
2023,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle County,43.69102,-116.354075
Licensing,6015,Pet Animal Small Shelter,Eagle Valley Humane Society,"50 Chambers Ave, Unit B",Eagle,Co,81631,Eagle,43.69102,-116.354075
2016,,Pet Animal Small Shelter,Eastern Plains Animal Welfare Alliance,,Burlington,Co,80807,Kit Carson County,44.475949,-73.212481
2017,,Pet Animal Small Shelter,Eastern Plains Animal Welfare Alliance,,Burlington,Co,80807,Kit Carson County,39.30193,-102.224478
2018,,Pet Animal Small Shelter,Eastern Plains Animal Welfare Alliance,,Burlington,Co,80807,Kit Carson County,39.30193,-102.224478
2019,,Pet Animal Small Shelter,Eastern Plains Animal Welfare Alliance,,Burlington,Co,80807,Kit Carson County,39.30193,-102.224478
Licensing,,Pet Animal Small Shelter,Eastern Plains Animal Welfare Alliance,,Burlington,Co,80807,Kit Carson,39.30193,-102.224478
2020,,,Eastern Plains Animal Welfare Alliance - EPAWA,,,,,,,
2021,,,Eastern Plains Animal Welfare Alliance-EPAWA,,,,,,,
2023,,,Eastern Plains Animal Welfare Alliance-EPAWA,,,,,,,
2022,,,Eastern Plains Animal Welfare Alliance-EPAWA (New Location),,,,,,,
2022,,,Eastern Plains Animal Welfare Alliance-EPAWA (Old Location),,,,,,,
2007,5232.0,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2008,5232,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2009,5232,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2010,5232,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2011,5232,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2012,5232.0,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2013,5232,,Eaton Animal Den,231 S. Elm Ave.,Eaton,Co,80615.0,Weld County,40.521431,-104.711738
2014,5232,,Eaton Animal Den,231 S Elm Ave,Eaton ,Co,80615,Weld County,40.521431,-104.711738
2015,5232,,Eaton Animal Den,231 South Elm Ave,Eaton ,Co,80615,Weld County,40.521431,-104.711738
2016,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,43.909747,-71.081718
2017,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2018,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2019,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2020,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2021,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2022,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2023,5232,,Eaton Animal Den,231 South Elm Ave,Eaton,Co,80615,Weld County,40.531849,-104.673097
2016,,,Echo Acres,,Calhan,,80808,El Paso County,39.035892,-104.304084
2017,,,Echo Acres,,Calhan,,80808,El Paso County,38.974316,-104.313488
2018,,,Echo Acres,,Calhan,,80808,El Paso County,38.974316,-104.313488
2020,,,Echo Acres,,Calhan,,80808,El Paso County,38.974316,-104.313488
2021,,,Echo Acres,,Calhan,,80808,El Paso County,38.974316,-104.313488
2022,,,Echo Acres,,Calhan,,80808,El Paso County,38.974316,-104.313488
2019,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
2020,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
2021,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
2022,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
2023,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
Licensing,,Pet Animal Large Rescue,El Paso County Canine Rescue,,Elbert,Co,,Elbert,,
Licensing,,Pet Animal Small Shelter,Elevated Communities,,Longmont,Co,,Boulder,,
2016,,,English Springer Rescue America,,Elizabeth,,80107,Elbert County,40.661927,-74.211653
2020,,,English Springer Rescue America Inc,,,,,,,
2014,,,"English Springer Rescue America, Inc",2661 Bellaire St,Denver ,,80207,Denver County,39.755821,-104.937225
2015,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Denver ,,80134,Douglas County,39.755821,-104.937225
2017,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2018,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2021,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2022,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2023,,,"English Springer Rescue America, Inc",12136 Swansea Dr,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2007,5226.0,Pet Animal Small Rescue,"English Springer Rescue America, Inc.",8811 Eagles Nest Lane,Highlands Ranch,Co,80126.0,Denver,,
2008,5226,Pet Animal Small Rescue,"English Springer Rescue America, Inc.",8811 Eagles Nest Lane,Highlands Ranch,Co,80126.0,Denver,,
